Discipline,Specialty,Year,OutDiscRef,OutDiscCit
Chemistry,Analytical Chemistry,1993,0.34,0.31
Chemistry,Analytical Chemistry,1994,0.32,0.33
Chemistry,Analytical Chemistry,1995,0.35,0.33
Chemistry,Analytical Chemistry,1996,0.33,0.34
Chemistry,Analytical Chemistry,1997,0.33,0.33
Chemistry,Analytical Chemistry,1998,0.35,0.36
Chemistry,Analytical Chemistry,1999,0.35,0.36
Chemistry,Analytical Chemistry,2000,0.33,0.36
Chemistry,Analytical Chemistry,2001,0.35,0.38
Chemistry,Analytical Chemistry,2002,0.38,0.4
Chemistry,Analytical Chemistry,2003,0.39,0.41
Chemistry,Analytical Chemistry,2004,0.39,0.41
Chemistry,Analytical Chemistry,2005,0.41,0.4
Chemistry,Analytical Chemistry,2006,0.41,0.4
Chemistry,Analytical Chemistry,2007,0.43,0.4
Chemistry,Analytical Chemistry,2008,0.44,0.4
Chemistry,Analytical Chemistry,2009,0.45,0.4
Chemistry,Analytical Chemistry,2010,0.46,0.39
Chemistry,Analytical Chemistry,2011,0.46,0.38
Chemistry,Analytical Chemistry,2012,0.46,0.38
Chemistry,Analytical Chemistry,2013,0.47,0.37
Chemistry,Analytical Chemistry,2014,0.47,0.33
Chemistry,Applied Chemistry,1950,0.4,0.3
Chemistry,Applied Chemistry,1951,0.34,0.36
Chemistry,Applied Chemistry,1952,0.38,0.41
Chemistry,Applied Chemistry,1953,0.3,0.36
Chemistry,Applied Chemistry,1954,0.3,0.4
Chemistry,Applied Chemistry,1955,0.27,0.34
Chemistry,Applied Chemistry,1956,0.3,0.29
Chemistry,Applied Chemistry,1957,0.31,0.39
Chemistry,Applied Chemistry,1958,0.23,0.3
Chemistry,Applied Chemistry,1959,0.25,0.27
Chemistry,Applied Chemistry,1960,0.24,0.41
Chemistry,Applied Chemistry,1961,0.3,0.4
Chemistry,Applied Chemistry,1962,0.31,0.33
Chemistry,Applied Chemistry,1963,0.39,0.42
Chemistry,Applied Chemistry,1964,0.32,0.38
Chemistry,Applied Chemistry,1965,0.31,0.46
Chemistry,Applied Chemistry,1966,0.26,0.36
Chemistry,Applied Chemistry,1967,0.3,0.36
Chemistry,Applied Chemistry,1968,0.35,0.37
Chemistry,Applied Chemistry,1969,0.36,0.39
Chemistry,Applied Chemistry,1970,0.36,0.35
Chemistry,Applied Chemistry,1971,0.4,0.41
Chemistry,Applied Chemistry,1972,0.42,0.43
Chemistry,Applied Chemistry,1973,0.38,0.41
Chemistry,Applied Chemistry,1974,0.34,0.39
Chemistry,Applied Chemistry,1975,0.39,0.44
Chemistry,Applied Chemistry,1976,0.41,0.42
Chemistry,Applied Chemistry,1977,0.41,0.46
Chemistry,Applied Chemistry,1978,0.39,0.44
Chemistry,Applied Chemistry,1979,0.41,0.53
Chemistry,Applied Chemistry,1980,0.42,0.42
Chemistry,Applied Chemistry,1981,0.49,0.48
Chemistry,Applied Chemistry,1982,0.39,0.41
Chemistry,Applied Chemistry,1983,0.46,0.49
Chemistry,Applied Chemistry,1984,0.46,0.53
Chemistry,Applied Chemistry,1985,0.45,0.48
Chemistry,Applied Chemistry,1986,0.47,0.51
Chemistry,Applied Chemistry,1987,0.47,0.43
Chemistry,Applied Chemistry,1988,0.45,0.46
Chemistry,Applied Chemistry,1989,0.43,0.5
Chemistry,Applied Chemistry,1990,0.45,0.48
Chemistry,Applied Chemistry,1991,0.45,0.5
Chemistry,Applied Chemistry,1992,0.42,0.49
Chemistry,Applied Chemistry,1993,0.44,0.48
Chemistry,Applied Chemistry,1994,0.44,0.47
Chemistry,Applied Chemistry,1995,0.47,0.47
Chemistry,Applied Chemistry,1996,0.53,0.5
Chemistry,Applied Chemistry,1997,0.51,0.48
Chemistry,Applied Chemistry,1998,0.56,0.56
Chemistry,Applied Chemistry,1999,0.54,0.51
Chemistry,Applied Chemistry,2000,0.57,0.51
Chemistry,Applied Chemistry,2001,0.59,0.55
Chemistry,Applied Chemistry,2002,0.6,0.51
Chemistry,Applied Chemistry,2003,0.63,0.56
Chemistry,Applied Chemistry,2004,0.67,0.59
Chemistry,Applied Chemistry,2005,0.65,0.56
Chemistry,Applied Chemistry,2006,0.69,0.58
Chemistry,Applied Chemistry,2007,0.71,0.6
Chemistry,Applied Chemistry,2008,0.69,0.57
Chemistry,Applied Chemistry,2009,0.7,0.54
Chemistry,Applied Chemistry,2010,0.67,0.52
Chemistry,Applied Chemistry,2011,0.74,0.57
Chemistry,Applied Chemistry,2012,0.71,0.53
Chemistry,Applied Chemistry,2013,0.66,0.48
Chemistry,Applied Chemistry,2014,0.68,0.45
Chemistry,General Chemistry,1950,0.29,0.31
Chemistry,General Chemistry,1951,0.27,0.28
Chemistry,General Chemistry,1952,0.25,0.28
Chemistry,General Chemistry,1953,0.25,0.29
Chemistry,General Chemistry,1954,0.24,0.3
Chemistry,General Chemistry,1955,0.23,0.28
Chemistry,General Chemistry,1956,0.23,0.27
Chemistry,General Chemistry,1957,0.23,0.27
Chemistry,General Chemistry,1958,0.24,0.29
Chemistry,General Chemistry,1959,0.23,0.26
Chemistry,General Chemistry,1960,0.23,0.25
Chemistry,General Chemistry,1961,0.24,0.24
Chemistry,General Chemistry,1962,0.23,0.24
Chemistry,General Chemistry,1963,0.24,0.26
Chemistry,General Chemistry,1964,0.24,0.25
Chemistry,General Chemistry,1965,0.24,0.24
Chemistry,General Chemistry,1966,0.24,0.22
Chemistry,General Chemistry,1967,0.22,0.2
Chemistry,General Chemistry,1968,0.23,0.19
Chemistry,General Chemistry,1969,0.24,0.2
Chemistry,General Chemistry,1970,0.25,0.2
Chemistry,General Chemistry,1971,0.27,0.23
Chemistry,General Chemistry,1972,0.25,0.2
Chemistry,General Chemistry,1973,0.24,0.21
Chemistry,General Chemistry,1974,0.24,0.18
Chemistry,General Chemistry,1975,0.25,0.19
Chemistry,General Chemistry,1976,0.25,0.18
Chemistry,General Chemistry,1977,0.24,0.19
Chemistry,General Chemistry,1978,0.23,0.18
Chemistry,General Chemistry,1979,0.22,0.17
Chemistry,General Chemistry,1980,0.23,0.18
Chemistry,General Chemistry,1981,0.24,0.19
Chemistry,General Chemistry,1982,0.25,0.2
Chemistry,General Chemistry,1983,0.25,0.2
Chemistry,General Chemistry,1984,0.25,0.19
Chemistry,General Chemistry,1985,0.25,0.19
Chemistry,General Chemistry,1986,0.27,0.2
Chemistry,General Chemistry,1987,0.28,0.2
Chemistry,General Chemistry,1988,0.25,0.2
Chemistry,General Chemistry,1989,0.27,0.2
Chemistry,General Chemistry,1990,0.27,0.2
Chemistry,General Chemistry,1991,0.28,0.21
Chemistry,General Chemistry,1992,0.28,0.22
Chemistry,General Chemistry,1993,0.29,0.23
Chemistry,General Chemistry,1994,0.31,0.22
Chemistry,General Chemistry,1995,0.3,0.22
Chemistry,General Chemistry,1996,0.3,0.21
Chemistry,General Chemistry,1997,0.29,0.21
Chemistry,General Chemistry,1998,0.29,0.21
Chemistry,General Chemistry,1999,0.29,0.21
Chemistry,General Chemistry,2000,0.28,0.2
Chemistry,General Chemistry,2001,0.29,0.21
Chemistry,General Chemistry,2002,0.32,0.24
Chemistry,General Chemistry,2003,0.32,0.25
Chemistry,General Chemistry,2004,0.33,0.26
Chemistry,General Chemistry,2005,0.33,0.26
Chemistry,General Chemistry,2006,0.34,0.26
Chemistry,General Chemistry,2007,0.34,0.25
Chemistry,General Chemistry,2008,0.35,0.27
Chemistry,General Chemistry,2009,0.36,0.27
Chemistry,General Chemistry,2010,0.36,0.28
Chemistry,General Chemistry,2011,0.37,0.29
Chemistry,General Chemistry,2012,0.39,0.31
Chemistry,General Chemistry,2013,0.4,0.28
Chemistry,General Chemistry,2014,0.4,0.25
Chemistry,Inorganic & Nuclear Chemistry,1950,0.19,0.23
Chemistry,Inorganic & Nuclear Chemistry,1951,0.09,0.2
Chemistry,Inorganic & Nuclear Chemistry,1952,0.11,0.17
Chemistry,Inorganic & Nuclear Chemistry,1953,0.11,0.2
Chemistry,Inorganic & Nuclear Chemistry,1954,0.13,0.24
Chemistry,Inorganic & Nuclear Chemistry,1955,0.18,0.23
Chemistry,Inorganic & Nuclear Chemistry,1956,0.19,0.18
Chemistry,Inorganic & Nuclear Chemistry,1957,0.16,0.16
Chemistry,Inorganic & Nuclear Chemistry,1958,0.2,0.19
Chemistry,Inorganic & Nuclear Chemistry,1959,0.18,0.22
Chemistry,Inorganic & Nuclear Chemistry,1960,0.16,0.16
Chemistry,Inorganic & Nuclear Chemistry,1961,0.16,0.16
Chemistry,Inorganic & Nuclear Chemistry,1962,0.14,0.15
Chemistry,Inorganic & Nuclear Chemistry,1963,0.15,0.13
Chemistry,Inorganic & Nuclear Chemistry,1964,0.14,0.15
Chemistry,Inorganic & Nuclear Chemistry,1965,0.14,0.11
Chemistry,Inorganic & Nuclear Chemistry,1966,0.16,0.12
Chemistry,Inorganic & Nuclear Chemistry,1967,0.15,0.11
Chemistry,Inorganic & Nuclear Chemistry,1968,0.15,0.12
Chemistry,Inorganic & Nuclear Chemistry,1969,0.15,0.11
Chemistry,Inorganic & Nuclear Chemistry,1970,0.14,0.11
Chemistry,Inorganic & Nuclear Chemistry,1971,0.14,0.1
Chemistry,Inorganic & Nuclear Chemistry,1972,0.14,0.09
Chemistry,Inorganic & Nuclear Chemistry,1973,0.12,0.1
Chemistry,Inorganic & Nuclear Chemistry,1974,0.13,0.11
Chemistry,Inorganic & Nuclear Chemistry,1975,0.13,0.1
Chemistry,Inorganic & Nuclear Chemistry,1976,0.14,0.1
Chemistry,Inorganic & Nuclear Chemistry,1977,0.13,0.1
Chemistry,Inorganic & Nuclear Chemistry,1978,0.13,0.1
Chemistry,Inorganic & Nuclear Chemistry,1979,0.12,0.09
Chemistry,Inorganic & Nuclear Chemistry,1980,0.12,0.08
Chemistry,Inorganic & Nuclear Chemistry,1981,0.12,0.09
Chemistry,Inorganic & Nuclear Chemistry,1982,0.11,0.08
Chemistry,Inorganic & Nuclear Chemistry,1983,0.13,0.08
Chemistry,Inorganic & Nuclear Chemistry,1984,0.13,0.09
Chemistry,Inorganic & Nuclear Chemistry,1985,0.13,0.1
Chemistry,Inorganic & Nuclear Chemistry,1986,0.12,0.1
Chemistry,Inorganic & Nuclear Chemistry,1987,0.15,0.12
Chemistry,Inorganic & Nuclear Chemistry,1988,0.14,0.11
Chemistry,Inorganic & Nuclear Chemistry,1989,0.12,0.1
Chemistry,Inorganic & Nuclear Chemistry,1990,0.15,0.1
Chemistry,Inorganic & Nuclear Chemistry,1991,0.15,0.1
Chemistry,Inorganic & Nuclear Chemistry,1992,0.15,0.11
Chemistry,Inorganic & Nuclear Chemistry,1993,0.12,0.09
Chemistry,Inorganic & Nuclear Chemistry,1994,0.13,0.1
Chemistry,Inorganic & Nuclear Chemistry,1995,0.13,0.1
Chemistry,Inorganic & Nuclear Chemistry,1996,0.15,0.12
Chemistry,Inorganic & Nuclear Chemistry,1997,0.14,0.11
Chemistry,Inorganic & Nuclear Chemistry,1998,0.14,0.11
Chemistry,Inorganic & Nuclear Chemistry,1999,0.17,0.11
Chemistry,Inorganic & Nuclear Chemistry,2000,0.16,0.12
Chemistry,Inorganic & Nuclear Chemistry,2001,0.16,0.11
Chemistry,Inorganic & Nuclear Chemistry,2002,0.16,0.12
Chemistry,Inorganic & Nuclear Chemistry,2003,0.16,0.12
Chemistry,Inorganic & Nuclear Chemistry,2004,0.17,0.13
Chemistry,Inorganic & Nuclear Chemistry,2005,0.19,0.14
Chemistry,Inorganic & Nuclear Chemistry,2006,0.18,0.12
Chemistry,Inorganic & Nuclear Chemistry,2007,0.18,0.13
Chemistry,Inorganic & Nuclear Chemistry,2008,0.19,0.14
Chemistry,Inorganic & Nuclear Chemistry,2009,0.19,0.14
Chemistry,Inorganic & Nuclear Chemistry,2010,0.2,0.15
Chemistry,Inorganic & Nuclear Chemistry,2011,0.21,0.15
Chemistry,Inorganic & Nuclear Chemistry,2012,0.22,0.16
Chemistry,Inorganic & Nuclear Chemistry,2013,0.22,0.16
Chemistry,Inorganic & Nuclear Chemistry,2014,0.23,0.15
Chemistry,Organic Chemistry,1950,0.22,0.17
Chemistry,Organic Chemistry,1951,0.18,0.2
Chemistry,Organic Chemistry,1952,0.24,0.19
Chemistry,Organic Chemistry,1953,0.13,0.18
Chemistry,Organic Chemistry,1954,0.18,0.18
Chemistry,Organic Chemistry,1955,0.14,0.18
Chemistry,Organic Chemistry,1956,0.12,0.19
Chemistry,Organic Chemistry,1957,0.08,0.15
Chemistry,Organic Chemistry,1958,0.11,0.16
Chemistry,Organic Chemistry,1959,0.11,0.18
Chemistry,Organic Chemistry,1960,0.1,0.16
Chemistry,Organic Chemistry,1961,0.11,0.18
Chemistry,Organic Chemistry,1962,0.09,0.16
Chemistry,Organic Chemistry,1963,0.09,0.14
Chemistry,Organic Chemistry,1964,0.09,0.14
Chemistry,Organic Chemistry,1965,0.09,0.15
Chemistry,Organic Chemistry,1966,0.09,0.14
Chemistry,Organic Chemistry,1967,0.1,0.14
Chemistry,Organic Chemistry,1968,0.09,0.14
Chemistry,Organic Chemistry,1969,0.09,0.13
Chemistry,Organic Chemistry,1970,0.09,0.12
Chemistry,Organic Chemistry,1971,0.1,0.12
Chemistry,Organic Chemistry,1972,0.09,0.11
Chemistry,Organic Chemistry,1973,0.1,0.12
Chemistry,Organic Chemistry,1974,0.1,0.12
Chemistry,Organic Chemistry,1975,0.1,0.12
Chemistry,Organic Chemistry,1976,0.11,0.12
Chemistry,Organic Chemistry,1977,0.11,0.12
Chemistry,Organic Chemistry,1978,0.1,0.12
Chemistry,Organic Chemistry,1979,0.1,0.11
Chemistry,Organic Chemistry,1980,0.11,0.12
Chemistry,Organic Chemistry,1981,0.11,0.13
Chemistry,Organic Chemistry,1982,0.11,0.12
Chemistry,Organic Chemistry,1983,0.1,0.11
Chemistry,Organic Chemistry,1984,0.13,0.1
Chemistry,Organic Chemistry,1985,0.12,0.1
Chemistry,Organic Chemistry,1986,0.12,0.1
Chemistry,Organic Chemistry,1987,0.13,0.1
Chemistry,Organic Chemistry,1988,0.13,0.1
Chemistry,Organic Chemistry,1989,0.13,0.1
Chemistry,Organic Chemistry,1990,0.13,0.09
Chemistry,Organic Chemistry,1991,0.14,0.1
Chemistry,Organic Chemistry,1992,0.14,0.1
Chemistry,Organic Chemistry,1993,0.15,0.11
Chemistry,Organic Chemistry,1994,0.15,0.1
Chemistry,Organic Chemistry,1995,0.16,0.11
Chemistry,Organic Chemistry,1996,0.17,0.11
Chemistry,Organic Chemistry,1997,0.17,0.11
Chemistry,Organic Chemistry,1998,0.16,0.11
Chemistry,Organic Chemistry,1999,0.17,0.11
Chemistry,Organic Chemistry,2000,0.17,0.12
Chemistry,Organic Chemistry,2001,0.17,0.13
Chemistry,Organic Chemistry,2002,0.18,0.12
Chemistry,Organic Chemistry,2003,0.19,0.13
Chemistry,Organic Chemistry,2004,0.2,0.14
Chemistry,Organic Chemistry,2005,0.19,0.13
Chemistry,Organic Chemistry,2006,0.2,0.14
Chemistry,Organic Chemistry,2007,0.21,0.15
Chemistry,Organic Chemistry,2008,0.21,0.15
Chemistry,Organic Chemistry,2009,0.22,0.16
Chemistry,Organic Chemistry,2010,0.23,0.16
Chemistry,Organic Chemistry,2011,0.23,0.15
Chemistry,Organic Chemistry,2012,0.24,0.15
Chemistry,Organic Chemistry,2013,0.24,0.15
Chemistry,Organic Chemistry,2014,0.25,0.11
Chemistry,Physical Chemistry,1950,0.42,0.34
Chemistry,Physical Chemistry,1951,0.4,0.38
Chemistry,Physical Chemistry,1952,0.39,0.4
Chemistry,Physical Chemistry,1953,0.41,0.38
Chemistry,Physical Chemistry,1954,0.38,0.33
Chemistry,Physical Chemistry,1955,0.38,0.34
Chemistry,Physical Chemistry,1956,0.39,0.37
Chemistry,Physical Chemistry,1957,0.37,0.36
Chemistry,Physical Chemistry,1958,0.39,0.36
Chemistry,Physical Chemistry,1959,0.36,0.35
Chemistry,Physical Chemistry,1960,0.36,0.33
Chemistry,Physical Chemistry,1961,0.37,0.37
Chemistry,Physical Chemistry,1962,0.36,0.33
Chemistry,Physical Chemistry,1963,0.37,0.3
Chemistry,Physical Chemistry,1964,0.35,0.28
Chemistry,Physical Chemistry,1965,0.34,0.29
Chemistry,Physical Chemistry,1966,0.34,0.3
Chemistry,Physical Chemistry,1967,0.34,0.3
Chemistry,Physical Chemistry,1968,0.34,0.29
Chemistry,Physical Chemistry,1969,0.35,0.33
Chemistry,Physical Chemistry,1970,0.37,0.32
Chemistry,Physical Chemistry,1971,0.39,0.34
Chemistry,Physical Chemistry,1972,0.37,0.33
Chemistry,Physical Chemistry,1973,0.36,0.32
Chemistry,Physical Chemistry,1974,0.37,0.35
Chemistry,Physical Chemistry,1975,0.37,0.34
Chemistry,Physical Chemistry,1976,0.38,0.36
Chemistry,Physical Chemistry,1977,0.38,0.36
Chemistry,Physical Chemistry,1978,0.37,0.35
Chemistry,Physical Chemistry,1979,0.38,0.34
Chemistry,Physical Chemistry,1980,0.38,0.34
Chemistry,Physical Chemistry,1981,0.39,0.34
Chemistry,Physical Chemistry,1982,0.4,0.35
Chemistry,Physical Chemistry,1983,0.4,0.33
Chemistry,Physical Chemistry,1984,0.39,0.34
Chemistry,Physical Chemistry,1985,0.38,0.33
Chemistry,Physical Chemistry,1986,0.39,0.34
Chemistry,Physical Chemistry,1987,0.39,0.35
Chemistry,Physical Chemistry,1988,0.4,0.36
Chemistry,Physical Chemistry,1989,0.4,0.35
Chemistry,Physical Chemistry,1990,0.4,0.34
Chemistry,Physical Chemistry,1991,0.4,0.4
Chemistry,Physical Chemistry,1992,0.39,0.35
Chemistry,Physical Chemistry,1993,0.4,0.35
Chemistry,Physical Chemistry,1994,0.39,0.35
Chemistry,Physical Chemistry,1995,0.4,0.35
Chemistry,Physical Chemistry,1996,0.4,0.37
Chemistry,Physical Chemistry,1997,0.4,0.38
Chemistry,Physical Chemistry,1998,0.4,0.39
Chemistry,Physical Chemistry,1999,0.39,0.38
Chemistry,Physical Chemistry,2000,0.41,0.4
Chemistry,Physical Chemistry,2001,0.4,0.4
Chemistry,Physical Chemistry,2002,0.4,0.4
Chemistry,Physical Chemistry,2003,0.4,0.4
Chemistry,Physical Chemistry,2004,0.4,0.42
Chemistry,Physical Chemistry,2005,0.4,0.42
Chemistry,Physical Chemistry,2006,0.4,0.43
Chemistry,Physical Chemistry,2007,0.39,0.41
Chemistry,Physical Chemistry,2008,0.39,0.39
Chemistry,Physical Chemistry,2009,0.41,0.41
Chemistry,Physical Chemistry,2010,0.41,0.42
Chemistry,Physical Chemistry,2011,0.42,0.41
Chemistry,Physical Chemistry,2012,0.42,0.41
Chemistry,Physical Chemistry,2013,0.43,0.4
Chemistry,Physical Chemistry,2014,0.44,0.37
Chemistry,Polymers,1950,0.27,0.27
Chemistry,Polymers,1951,0.3,0.27
Chemistry,Polymers,1952,0.3,0.21
Chemistry,Polymers,1953,0.32,0.28
Chemistry,Polymers,1954,0.34,0.25
Chemistry,Polymers,1955,0.27,0.19
Chemistry,Polymers,1956,0.28,0.19
Chemistry,Polymers,1957,0.26,0.24
Chemistry,Polymers,1958,0.28,0.23
Chemistry,Polymers,1959,0.24,0.16
Chemistry,Polymers,1960,0.25,0.16
Chemistry,Polymers,1961,0.24,0.18
Chemistry,Polymers,1962,0.24,0.16
Chemistry,Polymers,1963,0.21,0.14
Chemistry,Polymers,1964,0.22,0.13
Chemistry,Polymers,1965,0.2,0.15
Chemistry,Polymers,1966,0.19,0.17
Chemistry,Polymers,1967,0.18,0.15
Chemistry,Polymers,1968,0.21,0.14
Chemistry,Polymers,1969,0.22,0.19
Chemistry,Polymers,1970,0.24,0.16
Chemistry,Polymers,1971,0.23,0.17
Chemistry,Polymers,1972,0.23,0.16
Chemistry,Polymers,1973,0.22,0.16
Chemistry,Polymers,1974,0.23,0.17
Chemistry,Polymers,1975,0.24,0.17
Chemistry,Polymers,1976,0.24,0.18
Chemistry,Polymers,1977,0.25,0.18
Chemistry,Polymers,1978,0.24,0.2
Chemistry,Polymers,1979,0.24,0.19
Chemistry,Polymers,1980,0.23,0.19
Chemistry,Polymers,1981,0.22,0.19
Chemistry,Polymers,1982,0.23,0.19
Chemistry,Polymers,1983,0.22,0.2
Chemistry,Polymers,1984,0.23,0.2
Chemistry,Polymers,1985,0.24,0.21
Chemistry,Polymers,1986,0.22,0.2
Chemistry,Polymers,1987,0.22,0.21
Chemistry,Polymers,1988,0.22,0.2
Chemistry,Polymers,1989,0.22,0.21
Chemistry,Polymers,1990,0.23,0.21
Chemistry,Polymers,1991,0.23,0.22
Chemistry,Polymers,1992,0.23,0.21
Chemistry,Polymers,1993,0.23,0.22
Chemistry,Polymers,1994,0.23,0.22
Chemistry,Polymers,1995,0.24,0.24
Chemistry,Polymers,1996,0.24,0.23
Chemistry,Polymers,1997,0.23,0.23
Chemistry,Polymers,1998,0.24,0.24
Chemistry,Polymers,1999,0.23,0.24
Chemistry,Polymers,2000,0.23,0.25
Chemistry,Polymers,2001,0.24,0.26
Chemistry,Polymers,2002,0.25,0.27
Chemistry,Polymers,2003,0.26,0.28
Chemistry,Polymers,2004,0.27,0.28
Chemistry,Polymers,2005,0.28,0.29
Chemistry,Polymers,2006,0.29,0.3
Chemistry,Polymers,2007,0.3,0.31
Chemistry,Polymers,2008,0.3,0.31
Chemistry,Polymers,2009,0.31,0.32
Chemistry,Polymers,2010,0.34,0.33
Chemistry,Polymers,2011,0.34,0.33
Chemistry,Polymers,2012,0.35,0.33
Chemistry,Polymers,2013,0.36,0.32
Chemistry,Polymers,2014,0.38,0.29
Clinical Medicine,Addictive Diseases,1950,0.21,0.26
Clinical Medicine,Addictive Diseases,1951,0.16,0.27
Clinical Medicine,Addictive Diseases,1952,0.25,0.22
Clinical Medicine,Addictive Diseases,1953,0.23,0.27
Clinical Medicine,Addictive Diseases,1954,0.33,0.28
Clinical Medicine,Addictive Diseases,1955,0.29,0.19
Clinical Medicine,Addictive Diseases,1956,0.26,0.34
Clinical Medicine,Addictive Diseases,1957,0.29,0.28
Clinical Medicine,Addictive Diseases,1958,0.29,0.25
Clinical Medicine,Addictive Diseases,1959,0.28,0.26
Clinical Medicine,Addictive Diseases,1960,0.28,0.25
Clinical Medicine,Addictive Diseases,1961,0.3,0.28
Clinical Medicine,Addictive Diseases,1962,0.29,0.27
Clinical Medicine,Addictive Diseases,1963,0.28,0.25
Clinical Medicine,Addictive Diseases,1964,0.27,0.27
