Discipline,Specialty,Year,OutDiscRef,OutDiscCit
Physics,Miscellaneous Physics,2008,0.45,0.55
Physics,Miscellaneous Physics,2009,0.45,0.52
Physics,Miscellaneous Physics,2010,0.48,0.5
Physics,Miscellaneous Physics,2011,0.5,0.51
Physics,Miscellaneous Physics,2012,0.47,0.46
Physics,Miscellaneous Physics,2013,0.52,0.49
Physics,Miscellaneous Physics,2014,0.49,0.44
Physics,Nuclear & Particle Physics,1956,0.07,0.12
Physics,Nuclear & Particle Physics,1957,0.08,0.07
Physics,Nuclear & Particle Physics,1958,0.08,0.09
Physics,Nuclear & Particle Physics,1959,0.06,0.08
Physics,Nuclear & Particle Physics,1960,0.07,0.1
Physics,Nuclear & Particle Physics,1961,0.05,0.07
Physics,Nuclear & Particle Physics,1962,0.06,0.06
Physics,Nuclear & Particle Physics,1963,0.06,0.08
Physics,Nuclear & Particle Physics,1964,0.03,0.07
Physics,Nuclear & Particle Physics,1965,0.04,0.08
Physics,Nuclear & Particle Physics,1966,0.06,0.07
Physics,Nuclear & Particle Physics,1967,0.06,0.06
Physics,Nuclear & Particle Physics,1968,0.04,0.06
Physics,Nuclear & Particle Physics,1969,0.05,0.04
Physics,Nuclear & Particle Physics,1970,0.04,0.05
Physics,Nuclear & Particle Physics,1971,0.03,0.06
Physics,Nuclear & Particle Physics,1972,0.03,0.04
Physics,Nuclear & Particle Physics,1973,0.02,0.03
Physics,Nuclear & Particle Physics,1974,0.03,0.03
Physics,Nuclear & Particle Physics,1975,0.03,0.03
Physics,Nuclear & Particle Physics,1976,0.02,0.03
Physics,Nuclear & Particle Physics,1977,0.04,0.03
Physics,Nuclear & Particle Physics,1978,0.03,0.03
Physics,Nuclear & Particle Physics,1979,0.04,0.03
Physics,Nuclear & Particle Physics,1980,0.03,0.03
Physics,Nuclear & Particle Physics,1981,0.03,0.03
Physics,Nuclear & Particle Physics,1982,0.05,0.04
Physics,Nuclear & Particle Physics,1983,0.04,0.04
Physics,Nuclear & Particle Physics,1984,0.04,0.04
Physics,Nuclear & Particle Physics,1985,0.05,0.04
Physics,Nuclear & Particle Physics,1986,0.05,0.05
Physics,Nuclear & Particle Physics,1987,0.05,0.06
Physics,Nuclear & Particle Physics,1988,0.04,0.06
Physics,Nuclear & Particle Physics,1989,0.05,0.05
Physics,Nuclear & Particle Physics,1990,0.05,0.06
Physics,Nuclear & Particle Physics,1991,0.05,0.06
Physics,Nuclear & Particle Physics,1992,0.04,0.05
Physics,Nuclear & Particle Physics,1993,0.05,0.06
Physics,Nuclear & Particle Physics,1994,0.05,0.06
Physics,Nuclear & Particle Physics,1995,0.05,0.05
Physics,Nuclear & Particle Physics,1996,0.04,0.05
Physics,Nuclear & Particle Physics,1997,0.05,0.06
Physics,Nuclear & Particle Physics,1998,0.05,0.05
Physics,Nuclear & Particle Physics,1999,0.05,0.06
Physics,Nuclear & Particle Physics,2000,0.05,0.07
Physics,Nuclear & Particle Physics,2001,0.06,0.07
Physics,Nuclear & Particle Physics,2002,0.06,0.08
Physics,Nuclear & Particle Physics,2003,0.07,0.09
Physics,Nuclear & Particle Physics,2004,0.08,0.1
Physics,Nuclear & Particle Physics,2005,0.08,0.1
Physics,Nuclear & Particle Physics,2006,0.07,0.11
Physics,Nuclear & Particle Physics,2007,0.08,0.11
Physics,Nuclear & Particle Physics,2008,0.08,0.1
Physics,Nuclear & Particle Physics,2009,0.08,0.1
Physics,Nuclear & Particle Physics,2010,0.08,0.11
Physics,Nuclear & Particle Physics,2011,0.08,0.1
Physics,Nuclear & Particle Physics,2012,0.08,0.08
Physics,Nuclear & Particle Physics,2013,0.09,0.09
Physics,Nuclear & Particle Physics,2014,0.1,0.11
Physics,Optics,1950,0.27,0.53
Physics,Optics,1951,0.42,0.48
Physics,Optics,1952,0.25,0.44
Physics,Optics,1953,0.33,0.54
Physics,Optics,1954,0.34,0.47
Physics,Optics,1955,0.31,0.45
Physics,Optics,1956,0.33,0.47
Physics,Optics,1957,0.32,0.36
Physics,Optics,1958,0.33,0.41
Physics,Optics,1959,0.35,0.4
Physics,Optics,1960,0.33,0.41
Physics,Optics,1961,0.33,0.39
Physics,Optics,1962,0.29,0.38
Physics,Optics,1963,0.3,0.42
Physics,Optics,1964,0.26,0.32
Physics,Optics,1965,0.24,0.32
Physics,Optics,1966,0.25,0.3
Physics,Optics,1967,0.23,0.34
Physics,Optics,1968,0.27,0.36
Physics,Optics,1969,0.25,0.3
Physics,Optics,1970,0.28,0.3
Physics,Optics,1971,0.25,0.34
Physics,Optics,1972,0.27,0.29
Physics,Optics,1973,0.26,0.33
Physics,Optics,1974,0.24,0.26
Physics,Optics,1975,0.23,0.3
Physics,Optics,1976,0.2,0.27
Physics,Optics,1977,0.24,0.26
Physics,Optics,1978,0.22,0.25
Physics,Optics,1979,0.23,0.26
Physics,Optics,1980,0.2,0.27
Physics,Optics,1981,0.26,0.29
Physics,Optics,1982,0.27,0.25
Physics,Optics,1983,0.23,0.26
Physics,Optics,1984,0.24,0.29
Physics,Optics,1985,0.24,0.31
Physics,Optics,1986,0.22,0.27
Physics,Optics,1987,0.24,0.31
Physics,Optics,1988,0.21,0.28
Physics,Optics,1989,0.2,0.26
Physics,Optics,1990,0.21,0.27
Physics,Optics,1991,0.21,0.25
Physics,Optics,1992,0.2,0.25
Physics,Optics,1993,0.21,0.26
Physics,Optics,1994,0.22,0.29
Physics,Optics,1995,0.22,0.27
Physics,Optics,1996,0.23,0.28
Physics,Optics,1997,0.24,0.29
Physics,Optics,1998,0.25,0.3
Physics,Optics,1999,0.27,0.3
Physics,Optics,2000,0.26,0.31
Physics,Optics,2001,0.26,0.31
Physics,Optics,2002,0.27,0.3
Physics,Optics,2003,0.29,0.31
Physics,Optics,2004,0.28,0.28
Physics,Optics,2005,0.31,0.28
Physics,Optics,2006,0.3,0.28
Physics,Optics,2007,0.31,0.29
Physics,Optics,2008,0.32,0.29
Physics,Optics,2009,0.31,0.29
Physics,Optics,2010,0.33,0.27
Physics,Optics,2011,0.34,0.28
Physics,Optics,2012,0.34,0.27
Physics,Optics,2013,0.36,0.27
Physics,Optics,2014,0.37,0.27
Physics,Solid State Physics,1951,0.35,0.57
Physics,Solid State Physics,1952,0.31,0.39
Physics,Solid State Physics,1953,0.32,0.42
Physics,Solid State Physics,1954,0.28,0.4
Physics,Solid State Physics,1955,0.25,0.29
Physics,Solid State Physics,1956,0.3,0.39
Physics,Solid State Physics,1957,0.26,0.28
Physics,Solid State Physics,1958,0.28,0.35
Physics,Solid State Physics,1959,0.28,0.31
Physics,Solid State Physics,1960,0.26,0.27
Physics,Solid State Physics,1961,0.27,0.38
Physics,Solid State Physics,1962,0.26,0.32
Physics,Solid State Physics,1963,0.24,0.33
Physics,Solid State Physics,1964,0.12,0.2
Physics,Solid State Physics,1965,0.22,0.33
Physics,Solid State Physics,1966,0.21,0.32
Physics,Solid State Physics,1967,0.19,0.28
Physics,Solid State Physics,1968,0.2,0.27
Physics,Solid State Physics,1969,0.19,0.28
Physics,Solid State Physics,1970,0.13,0.21
Physics,Solid State Physics,1971,0.14,0.19
Physics,Solid State Physics,1972,0.11,0.2
Physics,Solid State Physics,1973,0.1,0.18
Physics,Solid State Physics,1974,0.11,0.19
Physics,Solid State Physics,1975,0.11,0.19
Physics,Solid State Physics,1976,0.1,0.19
Physics,Solid State Physics,1977,0.1,0.18
Physics,Solid State Physics,1978,0.1,0.17
Physics,Solid State Physics,1979,0.1,0.19
Physics,Solid State Physics,1980,0.11,0.18
Physics,Solid State Physics,1981,0.12,0.21
Physics,Solid State Physics,1982,0.11,0.19
Physics,Solid State Physics,1983,0.12,0.21
Physics,Solid State Physics,1984,0.11,0.21
Physics,Solid State Physics,1985,0.11,0.19
Physics,Solid State Physics,1986,0.12,0.26
Physics,Solid State Physics,1987,0.13,0.22
Physics,Solid State Physics,1988,0.13,0.31
Physics,Solid State Physics,1989,0.13,0.21
Physics,Solid State Physics,1990,0.13,0.22
Physics,Solid State Physics,1991,0.13,0.22
Physics,Solid State Physics,1992,0.14,0.26
Physics,Solid State Physics,1993,0.15,0.26
Physics,Solid State Physics,1994,0.13,0.26
Physics,Solid State Physics,1995,0.14,0.27
Physics,Solid State Physics,1996,0.15,0.29
Physics,Solid State Physics,1997,0.16,0.29
Physics,Solid State Physics,1998,0.15,0.28
Physics,Solid State Physics,1999,0.17,0.33
Physics,Solid State Physics,2000,0.17,0.32
Physics,Solid State Physics,2001,0.18,0.3
Physics,Solid State Physics,2002,0.18,0.3
Physics,Solid State Physics,2003,0.19,0.31
Physics,Solid State Physics,2004,0.21,0.33
Physics,Solid State Physics,2005,0.22,0.35
Physics,Solid State Physics,2006,0.24,0.36
Physics,Solid State Physics,2007,0.24,0.36
Physics,Solid State Physics,2008,0.25,0.35
Physics,Solid State Physics,2009,0.27,0.36
Physics,Solid State Physics,2010,0.28,0.36
Physics,Solid State Physics,2011,0.29,0.35
Physics,Solid State Physics,2012,0.3,0.35
Physics,Solid State Physics,2013,0.33,0.36
Physics,Solid State Physics,2014,0.34,0.35
Psychology,Behavioral Science & Complementary Psychology,1953,0.73,0.58
Psychology,Behavioral Science & Complementary Psychology,1954,0.69,0.62
Psychology,Behavioral Science & Complementary Psychology,1958,0.25,0.29
Psychology,Behavioral Science & Complementary Psychology,1959,0.24,0.31
Psychology,Behavioral Science & Complementary Psychology,1960,0.26,0.28
Psychology,Behavioral Science & Complementary Psychology,1961,0.18,0.23
Psychology,Behavioral Science & Complementary Psychology,1962,0.2,0.24
Psychology,Behavioral Science & Complementary Psychology,1963,0.19,0.28
Psychology,Behavioral Science & Complementary Psychology,1964,0.34,0.4
Psychology,Behavioral Science & Complementary Psychology,1965,0.36,0.43
Psychology,Behavioral Science & Complementary Psychology,1966,0.44,0.45
Psychology,Behavioral Science & Complementary Psychology,1967,0.48,0.47
Psychology,Behavioral Science & Complementary Psychology,1968,0.47,0.44
Psychology,Behavioral Science & Complementary Psychology,1969,0.41,0.42
Psychology,Behavioral Science & Complementary Psychology,1970,0.45,0.44
Psychology,Behavioral Science & Complementary Psychology,1971,0.47,0.5
Psychology,Behavioral Science & Complementary Psychology,1972,0.49,0.5
Psychology,Behavioral Science & Complementary Psychology,1973,0.44,0.49
Psychology,Behavioral Science & Complementary Psychology,1974,0.42,0.53
Psychology,Behavioral Science & Complementary Psychology,1975,0.4,0.5
Psychology,Behavioral Science & Complementary Psychology,1976,0.42,0.51
Psychology,Behavioral Science & Complementary Psychology,1977,0.45,0.52
Psychology,Behavioral Science & Complementary Psychology,1978,0.43,0.52
Psychology,Behavioral Science & Complementary Psychology,1979,0.46,0.55
Psychology,Behavioral Science & Complementary Psychology,1980,0.46,0.55
Psychology,Behavioral Science & Complementary Psychology,1981,0.47,0.55
Psychology,Behavioral Science & Complementary Psychology,1982,0.48,0.55
Psychology,Behavioral Science & Complementary Psychology,1983,0.49,0.56
Psychology,Behavioral Science & Complementary Psychology,1984,0.52,0.57
Psychology,Behavioral Science & Complementary Psychology,1985,0.5,0.57
Psychology,Behavioral Science & Complementary Psychology,1986,0.53,0.6
Psychology,Behavioral Science & Complementary Psychology,1987,0.54,0.6
Psychology,Behavioral Science & Complementary Psychology,1988,0.53,0.59
Psychology,Behavioral Science & Complementary Psychology,1989,0.54,0.6
Psychology,Behavioral Science & Complementary Psychology,1990,0.54,0.6
Psychology,Behavioral Science & Complementary Psychology,1991,0.55,0.6
Psychology,Behavioral Science & Complementary Psychology,1992,0.55,0.62
Psychology,Behavioral Science & Complementary Psychology,1993,0.55,0.62
Psychology,Behavioral Science & Complementary Psychology,1994,0.56,0.64
Psychology,Behavioral Science & Complementary Psychology,1995,0.58,0.64
Psychology,Behavioral Science & Complementary Psychology,1996,0.57,0.63
Psychology,Behavioral Science & Complementary Psychology,1997,0.57,0.65
Psychology,Behavioral Science & Complementary Psychology,1998,0.58,0.65
Psychology,Behavioral Science & Complementary Psychology,1999,0.58,0.66
Psychology,Behavioral Science & Complementary Psychology,2000,0.59,0.66
Psychology,Behavioral Science & Complementary Psychology,2001,0.6,0.66
Psychology,Behavioral Science & Complementary Psychology,2002,0.58,0.65
Psychology,Behavioral Science & Complementary Psychology,2003,0.61,0.67
Psychology,Behavioral Science & Complementary Psychology,2004,0.62,0.67
Psychology,Behavioral Science & Complementary Psychology,2005,0.62,0.67
Psychology,Behavioral Science & Complementary Psychology,2006,0.63,0.68
Psychology,Behavioral Science & Complementary Psychology,2007,0.64,0.68
Psychology,Behavioral Science & Complementary Psychology,2008,0.65,0.69
Psychology,Behavioral Science & Complementary Psychology,2009,0.64,0.67
Psychology,Behavioral Science & Complementary Psychology,2010,0.65,0.68
Psychology,Behavioral Science & Complementary Psychology,2011,0.67,0.69
Psychology,Behavioral Science & Complementary Psychology,2012,0.66,0.69
Psychology,Behavioral Science & Complementary Psychology,2013,0.66,0.65
Psychology,Behavioral Science & Complementary Psychology,2014,0.66,0.63
Psychology,Clinical Psychology,1950,0.23,0.27
Psychology,Clinical Psychology,1951,0.18,0.34
Psychology,Clinical Psychology,1952,0.19,0.34
Psychology,Clinical Psychology,1953,0.21,0.35
Psychology,Clinical Psychology,1954,0.16,0.3
Psychology,Clinical Psychology,1955,0.23,0.41
Psychology,Clinical Psychology,1956,0.2,0.44
Psychology,Clinical Psychology,1957,0.2,0.44
Psychology,Clinical Psychology,1958,0.23,0.37
Psychology,Clinical Psychology,1959,0.25,0.6
Psychology,Clinical Psychology,1960,0.26,0.38
Psychology,Clinical Psychology,1961,0.23,0.44
Psychology,Clinical Psychology,1962,0.22,0.38
Psychology,Clinical Psychology,1963,0.21,0.39
Psychology,Clinical Psychology,1964,0.27,0.39
Psychology,Clinical Psychology,1965,0.28,0.41
Psychology,Clinical Psychology,1966,0.28,0.37
Psychology,Clinical Psychology,1967,0.3,0.41
Psychology,Clinical Psychology,1968,0.27,0.36
Psychology,Clinical Psychology,1969,0.28,0.36
Psychology,Clinical Psychology,1970,0.27,0.35
Psychology,Clinical Psychology,1971,0.26,0.37
Psychology,Clinical Psychology,1972,0.26,0.36
Psychology,Clinical Psychology,1973,0.26,0.37
Psychology,Clinical Psychology,1974,0.26,0.39
Psychology,Clinical Psychology,1975,0.31,0.38
Psychology,Clinical Psychology,1976,0.29,0.39
Psychology,Clinical Psychology,1977,0.32,0.41
Psychology,Clinical Psychology,1978,0.32,0.39
Psychology,Clinical Psychology,1979,0.34,0.4
Psychology,Clinical Psychology,1980,0.34,0.4
Psychology,Clinical Psychology,1981,0.36,0.4
Psychology,Clinical Psychology,1982,0.4,0.46
Psychology,Clinical Psychology,1983,0.39,0.45
Psychology,Clinical Psychology,1984,0.39,0.43
Psychology,Clinical Psychology,1985,0.37,0.43
Psychology,Clinical Psychology,1986,0.39,0.42
Psychology,Clinical Psychology,1987,0.42,0.44
Psychology,Clinical Psychology,1988,0.41,0.47
Psychology,Clinical Psychology,1989,0.37,0.42
Psychology,Clinical Psychology,1990,0.39,0.44
Psychology,Clinical Psychology,1991,0.39,0.44
Psychology,Clinical Psychology,1992,0.41,0.45
Psychology,Clinical Psychology,1993,0.37,0.44
Psychology,Clinical Psychology,1994,0.4,0.46
Psychology,Clinical Psychology,1995,0.39,0.47
Psychology,Clinical Psychology,1996,0.41,0.46
Psychology,Clinical Psychology,1997,0.4,0.46
Psychology,Clinical Psychology,1998,0.43,0.46
Psychology,Clinical Psychology,1999,0.4,0.47
Psychology,Clinical Psychology,2000,0.44,0.5
Psychology,Clinical Psychology,2001,0.41,0.5
Psychology,Clinical Psychology,2002,0.43,0.48
Psychology,Clinical Psychology,2003,0.42,0.5
Psychology,Clinical Psychology,2004,0.42,0.49
Psychology,Clinical Psychology,2005,0.43,0.49
Psychology,Clinical Psychology,2006,0.43,0.48
Psychology,Clinical Psychology,2007,0.45,0.49
Psychology,Clinical Psychology,2008,0.44,0.49
Psychology,Clinical Psychology,2009,0.46,0.5
Psychology,Clinical Psychology,2010,0.45,0.49
Psychology,Clinical Psychology,2011,0.46,0.5
Psychology,Clinical Psychology,2012,0.46,0.49
Psychology,Clinical Psychology,2013,0.48,0.49
Psychology,Clinical Psychology,2014,0.47,0.43
Psychology,Developmental & Child Psychology,1950,0.48,0.48
Psychology,Developmental & Child Psychology,1951,0.42,0.5
Psychology,Developmental & Child Psychology,1952,0.34,0.5
Psychology,Developmental & Child Psychology,1953,0.36,0.53
Psychology,Developmental & Child Psychology,1954,0.38,0.47
Psychology,Developmental & Child Psychology,1955,0.33,0.38
Psychology,Developmental & Child Psychology,1956,0.27,0.42
Psychology,Developmental & Child Psychology,1957,0.32,0.43
Psychology,Developmental & Child Psychology,1958,0.23,0.39
Psychology,Developmental & Child Psychology,1959,0.36,0.4
Psychology,Developmental & Child Psychology,1960,0.36,0.46
Psychology,Developmental & Child Psychology,1961,0.37,0.39
Psychology,Developmental & Child Psychology,1962,0.33,0.47
Psychology,Developmental & Child Psychology,1963,0.31,0.43
Psychology,Developmental & Child Psychology,1964,0.29,0.41
Psychology,Developmental & Child Psychology,1965,0.26,0.43
Psychology,Developmental & Child Psychology,1966,0.32,0.4
Psychology,Developmental & Child Psychology,1967,0.27,0.39
Psychology,Developmental & Child Psychology,1968,0.33,0.44
Psychology,Developmental & Child Psychology,1969,0.29,0.34
Psychology,Developmental & Child Psychology,1970,0.31,0.37
Psychology,Developmental & Child Psychology,1971,0.25,0.36
Psychology,Developmental & Child Psychology,1972,0.28,0.35
Psychology,Developmental & Child Psychology,1973,0.26,0.35
Psychology,Developmental & Child Psychology,1974,0.29,0.35
Psychology,Developmental & Child Psychology,1975,0.32,0.37
Psychology,Developmental & Child Psychology,1976,0.3,0.38
Psychology,Developmental & Child Psychology,1977,0.33,0.36
Psychology,Developmental & Child Psychology,1978,0.32,0.37
Psychology,Developmental & Child Psychology,1979,0.35,0.37
Psychology,Developmental & Child Psychology,1980,0.33,0.37
Psychology,Developmental & Child Psychology,1981,0.34,0.36
Psychology,Developmental & Child Psychology,1982,0.34,0.36
Psychology,Developmental & Child Psychology,1983,0.37,0.37
Psychology,Developmental & Child Psychology,1984,0.37,0.39
Psychology,Developmental & Child Psychology,1985,0.35,0.38
Psychology,Developmental & Child Psychology,1986,0.37,0.4
Psychology,Developmental & Child Psychology,1987,0.4,0.41
Psychology,Developmental & Child Psychology,1988,0.39,0.39
Psychology,Developmental & Child Psychology,1989,0.35,0.43
Psychology,Developmental & Child Psychology,1990,0.37,0.41
Psychology,Developmental & Child Psychology,1991,0.37,0.4
Psychology,Developmental & Child Psychology,1992,0.39,0.44
Psychology,Developmental & Child Psychology,1993,0.37,0.43
Psychology,Developmental & Child Psychology,1994,0.37,0.45
Psychology,Developmental & Child Psychology,1995,0.34,0.43
Psychology,Developmental & Child Psychology,1996,0.35,0.44
Psychology,Developmental & Child Psychology,1997,0.35,0.48
Psychology,Developmental & Child Psychology,1998,0.34,0.45
Psychology,Developmental & Child Psychology,1999,0.35,0.46
Psychology,Developmental & Child Psychology,2000,0.33,0.47
Psychology,Developmental & Child Psychology,2001,0.37,0.48
Psychology,Developmental & Child Psychology,2002,0.34,0.47
Psychology,Developmental & Child Psychology,2003,0.33,0.46
Psychology,Developmental & Child Psychology,2004,0.32,0.46
Psychology,Developmental & Child Psychology,2005,0.35,0.48
Psychology,Developmental & Child Psychology,2006,0.37,0.48
Psychology,Developmental & Child Psychology,2007,0.36,0.48
Psychology,Developmental & Child Psychology,2008,0.38,0.48
Psychology,Developmental & Child Psychology,2009,0.38,0.48
Psychology,Developmental & Child Psychology,2010,0.39,0.48
Psychology,Developmental & Child Psychology,2011,0.39,0.47
Psychology,Developmental & Child Psychology,2012,0.39,0.48
Psychology,Developmental & Child Psychology,2013,0.4,0.48
Psychology,Developmental & Child Psychology,2014,0.39,0.39
Psychology,Experimental Psychology,1950,0.32,0.34
Psychology,Experimental Psychology,1951,0.27,0.33
Psychology,Experimental Psychology,1952,0.31,0.34
Psychology,Experimental Psychology,1953,0.28,0.31
Psychology,Experimental Psychology,1954,0.25,0.43
Psychology,Experimental Psychology,1955,0.27,0.38
Psychology,Experimental Psychology,1956,0.25,0.45
Psychology,Experimental Psychology,1957,0.26,0.37
Psychology,Experimental Psychology,1958,0.27,0.4
Psychology,Experimental Psychology,1959,0.28,0.36
Psychology,Experimental Psychology,1960,0.32,0.38
Psychology,Experimental Psychology,1961,0.27,0.38
Psychology,Experimental Psychology,1962,0.25,0.37
Psychology,Experimental Psychology,1963,0.22,0.32
Psychology,Experimental Psychology,1964,0.22,0.32
Psychology,Experimental Psychology,1965,0.23,0.29
Psychology,Experimental Psychology,1966,0.24,0.31
Psychology,Experimental Psychology,1967,0.23,0.34
Psychology,Experimental Psychology,1968,0.23,0.3
Psychology,Experimental Psychology,1969,0.23,0.31
Psychology,Experimental Psychology,1970,0.24,0.33
Psychology,Experimental Psychology,1971,0.23,0.31
Psychology,Experimental Psychology,1972,0.23,0.34
Psychology,Experimental Psychology,1973,0.24,0.37
Psychology,Experimental Psychology,1974,0.25,0.36
Psychology,Experimental Psychology,1975,0.27,0.39
Psychology,Experimental Psychology,1976,0.27,0.35
Psychology,Experimental Psychology,1977,0.27,0.43
Psychology,Experimental Psychology,1978,0.28,0.37
Psychology,Experimental Psychology,1979,0.29,0.37
Psychology,Experimental Psychology,1980,0.28,0.4
Psychology,Experimental Psychology,1981,0.31,0.37
Psychology,Experimental Psychology,1982,0.29,0.37
Psychology,Experimental Psychology,1983,0.27,0.38
Psychology,Experimental Psychology,1984,0.28,0.38
Psychology,Experimental Psychology,1985,0.28,0.41
Psychology,Experimental Psychology,1986,0.27,0.36
Psychology,Experimental Psychology,1987,0.28,0.39
Psychology,Experimental Psychology,1988,0.24,0.37
Psychology,Experimental Psychology,1989,0.27,0.36
Psychology,Experimental Psychology,1990,0.28,0.38
Psychology,Experimental Psychology,1991,0.3,0.39
Psychology,Experimental Psychology,1992,0.27,0.38
Psychology,Experimental Psychology,1993,0.27,0.4
Psychology,Experimental Psychology,1994,0.27,0.36
Psychology,Experimental Psychology,1995,0.29,0.39
Psychology,Experimental Psychology,1996,0.29,0.4
Psychology,Experimental Psychology,1997,0.31,0.43
Psychology,Experimental Psychology,1998,0.32,0.42
Psychology,Experimental Psychology,1999,0.33,0.43
Psychology,Experimental Psychology,2000,0.31,0.45
Psychology,Experimental Psychology,2001,0.34,0.45
Psychology,Experimental Psychology,2002,0.33,0.44
Psychology,Experimental Psychology,2003,0.31,0.43
Psychology,Experimental Psychology,2004,0.34,0.47
Psychology,Experimental Psychology,2005,0.34,0.45
Psychology,Experimental Psychology,2006,0.35,0.45
Psychology,Experimental Psychology,2007,0.35,0.46
Psychology,Experimental Psychology,2008,0.35,0.43
Psychology,Experimental Psychology,2009,0.37,0.45
Psychology,Experimental Psychology,2010,0.38,0.44
Psychology,Experimental Psychology,2011,0.38,0.45
Psychology,Experimental Psychology,2012,0.38,0.45
Psychology,Experimental Psychology,2013,0.4,0.43
Psychology,Experimental Psychology,2014,0.39,0.4
Psychology,General Psychology,1950,0.24,0.32
Psychology,General Psychology,1951,0.25,0.41
Psychology,General Psychology,1952,0.21,0.29
Psychology,General Psychology,1953,0.23,0.34
Psychology,General Psychology,1954,0.26,0.32
Psychology,General Psychology,1955,0.29,0.38
Psychology,General Psychology,1956,0.17,0.34
Psychology,General Psychology,1957,0.16,0.33
Psychology,General Psychology,1958,0.18,0.3
Psychology,General Psychology,1959,0.24,0.35
Psychology,General Psychology,1960,0.2,0.35
Psychology,General Psychology,1961,0.19,0.34
Psychology,General Psychology,1962,0.21,0.6
Psychology,General Psychology,1963,0.16,0.32
Psychology,General Psychology,1964,0.18,0.32
Psychology,General Psychology,1965,0.27,0.34
Psychology,General Psychology,1966,0.29,0.44
Psychology,General Psychology,1967,0.28,0.34
Psychology,General Psychology,1968,0.29,0.36
Psychology,General Psychology,1969,0.31,0.35
Psychology,General Psychology,1970,0.36,0.34
Psychology,General Psychology,1971,0.25,0.36
Psychology,General Psychology,1972,0.26,0.37
Psychology,General Psychology,1973,0.26,0.35
Psychology,General Psychology,1974,0.28,0.37
Psychology,General Psychology,1975,0.32,0.38
Psychology,General Psychology,1976,0.34,0.36
Psychology,General Psychology,1977,0.31,0.35
Psychology,General Psychology,1978,0.3,0.36
Psychology,General Psychology,1979,0.29,0.38
Psychology,General Psychology,1980,0.33,0.4
Psychology,General Psychology,1981,0.32,0.36
Psychology,General Psychology,1982,0.34,0.45
Psychology,General Psychology,1983,0.33,0.38
Psychology,General Psychology,1984,0.35,0.43
Psychology,General Psychology,1985,0.39,0.4
Psychology,General Psychology,1986,0.38,0.44
Psychology,General Psychology,1987,0.43,0.41
Psychology,General Psychology,1988,0.4,0.42
Psychology,General Psychology,1989,0.43,0.44
Psychology,General Psychology,1990,0.39,0.45
Psychology,General Psychology,1991,0.39,0.45
Psychology,General Psychology,1992,0.37,0.5
Psychology,General Psychology,1993,0.39,0.43
Psychology,General Psychology,1994,0.42,0.47
Psychology,General Psychology,1995,0.42,0.45
Psychology,General Psychology,1996,0.42,0.43
Psychology,General Psychology,1997,0.46,0.46
Psychology,General Psychology,1998,0.45,0.48
Psychology,General Psychology,1999,0.43,0.46
Psychology,General Psychology,2000,0.41,0.48
Psychology,General Psychology,2001,0.43,0.49
Psychology,General Psychology,2002,0.44,0.49
Psychology,General Psychology,2003,0.46,0.52
Psychology,General Psychology,2004,0.46,0.53
Psychology,General Psychology,2005,0.45,0.51
Psychology,General Psychology,2006,0.44,0.48
Psychology,General Psychology,2007,0.46,0.47
Psychology,General Psychology,2008,0.45,0.46
Psychology,General Psychology,2009,0.44,0.46
Psychology,General Psychology,2010,0.45,0.44
Psychology,General Psychology,2011,0.47,0.45
Psychology,General Psychology,2012,0.47,0.44
Psychology,General Psychology,2013,0.48,0.44
Psychology,General Psychology,2014,0.49,0.33
Psychology,Human Factors,1956,0.56,0.36
Psychology,Human Factors,1957,0.47,0.52
Psychology,Human Factors,1958,0.46,0.36
Psychology,Human Factors,1959,0.67,0.35
Psychology,Human Factors,1960,0.64,0.5
Psychology,Human Factors,1961,0.45,0.45
Psychology,Human Factors,1962,0.43,0.5
Psychology,Human Factors,1963,0.48,0.35
Psychology,Human Factors,1964,0.37,0.41
Psychology,Human Factors,1965,0.42,0.6
Psychology,Human Factors,1966,0.42,0.5
Psychology,Human Factors,1967,0.46,0.5
Psychology,Human Factors,1968,0.51,0.44
Psychology,Human Factors,1969,0.57,0.46
Psychology,Human Factors,1970,0.37,0.53
Psychology,Human Factors,1971,0.51,0.49
Psychology,Human Factors,1972,0.55,0.59
Psychology,Human Factors,1973,0.5,0.61
Psychology,Human Factors,1974,0.56,0.55
Psychology,Human Factors,1975,0.5,0.7
Psychology,Human Factors,1976,0.49,0.59
Psychology,Human Factors,1977,0.56,0.58
Psychology,Human Factors,1978,0.46,0.54
Psychology,Human Factors,1979,0.47,0.55
Psychology,Human Factors,1980,0.48,0.55
Psychology,Human Factors,1981,0.46,0.58
Psychology,Human Factors,1982,0.44,0.53
Psychology,Human Factors,1983,0.5,0.56
Psychology,Human Factors,1984,0.47,0.52
Psychology,Human Factors,1985,0.51,0.56
Psychology,Human Factors,1986,0.5,0.57
Psychology,Human Factors,1987,0.52,0.65
Psychology,Human Factors,1988,0.46,0.56
Psychology,Human Factors,1989,0.51,0.56
Psychology,Human Factors,1990,0.5,0.58
Psychology,Human Factors,1991,0.5,0.55
Psychology,Human Factors,1992,0.55,0.6
Psychology,Human Factors,1993,0.53,0.57
Psychology,Human Factors,1994,0.53,0.6
Psychology,Human Factors,1995,0.51,0.6
Psychology,Human Factors,1996,0.52,0.58
Psychology,Human Factors,1997,0.52,0.59
Psychology,Human Factors,1998,0.51,0.6
Psychology,Human Factors,1999,0.52,0.59
